Pollinator_species,SEX,Interaction,Site_id,Plant_species,Year,Month,Day,Locality,Latitude,Longitude,Habitat,Sampling_method,Sampling_effort_minutes,Country,Sampling_area_square_meters
Seladonia tumulorum,F,1,Les Etangs,Tanacetum vulgare,2020,9,5,La Louvière,50.4573,4.1125,Parc,Transect,20,Belgium,
Lasioglossum villosulum,M,1,Les Etangs,Tanacetum vulgare,2020,9,5,La Louvière,50.4573,4.1125,Parc,Transect,20,Belgium,
Seladonia tumulorum,M,3,Les Etangs,Tanacetum vulgare,2020,9,5,La Louvière,50.4573,4.1125,Parc,Transect,20,Belgium,
Nomada fucata,M,1,Cimetière d'Havré,Centaurea nigra,2020,6,28,Mons,50.4549,4.0447,Parc,Transect,20,Belgium,
Bombus pascuorum,F,1,Cimetière d'Havré,Centaurea nigra,2020,6,28,Mons,50.4549,4.0447,Parc,Transect,20,Belgium,
Bombus pascuorum,M,1,Cimetière d'Havré,Centaurea nigra,2020,6,28,Mons,50.4549,4.0447,Parc,Transect,20,Belgium,
Nomada fabriciana,F,1,Beaulieu,Rubus sp.,2020,5,27,Mons,50.4498,4.0607,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,F,6,Beaulieu,Rubus sp.,2020,5,27,Mons,50.4498,4.0607,Rudéral,Transect,20,Belgium,
Andrena bicolor,F,1,Beaulieu,Rubus sp.,2020,5,27,Mons,50.4498,4.0607,Rudéral,Transect,20,Belgium,
Bombus pascuorum,F,3,Beaulieu,Rubus sp.,2020,5,27,Mons,50.4498,4.0607,Rudéral,Transect,20,Belgium,
Bombus pratorum,M,1,Beaulieu,Rubus sp.,2020,5,27,Mons,50.4498,4.0607,Rudéral,Transect,20,Belgium,
Ceratina cyanea,F,1,Terril du Grand Buisson,Leucanthemum vulgare,2020,5,21,Boussu,50.4134,3.8143,Terril,Transect,20,Belgium,
Hylaeus hyalinatus,M,1,Terril du Grand Buisson,Leucanthemum vulgare,2020,5,21,Boussu,50.4134,3.8143,Terril,Transect,20,Belgium,
Hylaeus signatus,M,1,Terril du Grand Buisson,Leucanthemum vulgare,2020,5,21,Boussu,50.4134,3.8143,Terril,Transect,20,Belgium,
Hylaeus signatus,F,2,Terril du Grand Buisson,Leucanthemum vulgare,2020,5,21,Boussu,50.4134,3.8143,Terril,Transect,20,Belgium,
Bombus pascuorum,F,1,Terril Naye-à-bois,Onobrychis viciifolia,2020,5,26,Charleroi,50.4284,4.4029,Terril,Transect,20,Belgium,
Anthophora quadrimaculata,F,1,Terril Naye-à-bois,Onobrychis viciifolia,2020,5,26,Charleroi,50.4284,4.4029,Terril,Transect,20,Belgium,
Andrena nigroaenea,F,1,Terril Naye-à-bois,Onobrychis viciifolia,2020,5,26,Charleroi,50.4284,4.4029,Terril,Transect,20,Belgium,
Andrena wilkella,F,2,Terril Naye-à-bois,Onobrychis viciifolia,2020,5,26,Charleroi,50.4284,4.4029,Terril,Transect,20,Belgium,
Terrestribombus sp.,F,2,Terril Naye-à-bois,Onobrychis viciifolia,2020,5,26,Charleroi,50.4284,4.4029,Terril,Transect,20,Belgium,
Bombus lapidarius,F,4,Terril Naye-à-bois,Onobrychis viciifolia,2020,5,26,Charleroi,50.4284,4.4029,Terril,Transect,20,Belgium,
Anthophora quadrimaculata,F,1,Terril du Quesnoy site 2,Echium vulgare,2020,5,30,La Louvière,50.4558,4.1356,Terril,Transect,20,Belgium,
Halictus sexcinctus,F,1,Terril d'Hensies,Hypericum perforatum,2020,9,10,Hensies,50.4554,3.6768,Terril,Transect,20,Belgium,
Halictus sexcinctus,M,3,Terril d'Hensies,Hypericum perforatum,2020,9,10,Hensies,50.4554,3.6768,Terril,Transect,20,Belgium,
Epeolus variegatus,F,1,Terril n°5 de Trazegnie site 1,Tanacetum vulgare,2020,9,7,Courcelles,50.4616,4.3151,Terril,Transect,20,Belgium,
Andrena dorsata,M,1,Terril du dix-huit,Melilotus alba,2020,7,3,Boussu,50.4175,3.8267,Terril,Transect,20,Belgium,
Andrena propinqua,F,1,Terril du dix-huit,Melilotus alba,2020,7,3,Boussu,50.4175,3.8267,Terril,Transect,20,Belgium,
Andrena flavipes,F,5,Terril du dix-huit,Melilotus alba,2020,7,3,Boussu,50.4175,3.8267,Terril,Transect,20,Belgium,
Bombus pascuorum,F,4,Terril du dix-huit,Melilotus alba,2020,7,3,Boussu,50.4175,3.8267,Terril,Transect,20,Belgium,
Andrena dorsata,F,1,Terril de Ciply site 1,Filipendula ulmaria,2020,7,23,Mons,50.4119,3.9445,Terril,Transect,20,Belgium,
Andrena dorsata,F,1,Les Etangs,Centaurea nigra,2020,7,23,La Louvière,50.4573,4.1125,Parc,Transect,20,Belgium,
Andrena minutula,F,1,Les Etangs,Centaurea nigra,2020,7,23,La Louvière,50.4573,4.1125,Parc,Transect,20,Belgium,
Macropis europaea,F,1,Les Etangs,Centaurea nigra,2020,7,23,La Louvière,50.4573,4.1125,Parc,Transect,20,Belgium,
Andrena dorsata,M,1,Terril Saint-Antoine site 1,Lotus corniculatus,2020,7,6,Boussu,50.4135,3.7723,Terril,Transect,20,Belgium,
Bombus lapidarius,F,1,Terril Saint-Antoine site 1,Melilotus alba,2020,7,6,Boussu,50.4135,3.7723,Terril,Transect,20,Belgium,
Andrena flavipes,M,1,Terril Saint-Antoine site 1,Melilotus alba,2020,7,6,Boussu,50.4135,3.7723,Terril,Transect,20,Belgium,
Bombus pascuorum,F,1,Terril Saint-Antoine site 1,Melilotus alba,2020,7,6,Boussu,50.4135,3.7723,Terril,Transect,20,Belgium,
Andrena flavipes,F,1,Terril du Quesnoy site 2,Echium vulgare,2020,6,28,La Louvière,50.4558,4.1356,Terril,Transect,20,Belgium,
Andrena flavipes,F,1,Terril Saint-Antoine site 1,Centaurea nigra,2020,7,6,Boussu,50.4135,3.7723,Terril,Transect,20,Belgium,
Andrena flavipes,F,1,terril de la cokerie stat 2,Senecio jacobaea,2020,6,20,Anderlues,50.417,4.2698,Terril,Transect,20,Belgium,
Andrena flavipes,F,1,terril de la cokerie stat 2,Melilotus alba,2020,6,20,Anderlues,50.417,4.2698,Terril,Transect,20,Belgium,
Andrena flavipes,F,1,Terril de l'Héribus,Melilotus alba,2020,6,29,Mons,50.4337,3.9408,Terril,Transect,20,Belgium,
Terrestribombus sp.,F,2,Terril de l'Héribus,Echium vulgare,2020,6,29,Mons,50.4337,3.9408,Terril,Transect,20,Belgium,
Andrena flavipes,F,1,Terril de l'Héribus,Echium vulgare,2020,6,29,Mons,50.4337,3.9408,Terril,Transect,20,Belgium,
Bombus pascuorum,F,8,Terril de l'Héribus,Echium vulgare,2020,6,29,Mons,50.4337,3.9408,Terril,Transect,20,Belgium,
Andrena flavipes,M,1,Terril de l'Héribus,Echium vulgare,2020,6,29,Mons,50.4337,3.9408,Terril,Transect,20,Belgium,
Epeolus variegatus,M,4,Terril n°8 Pays-bas,Leucanthemum vulgare,2020,5,26,Châtelet,50.4091,4.5004,Terril,Transect,20,Belgium,
Lasioglossum pauxillum,F,3,Talus aux noyers,Sinapis arvensis,2020,5,27,Le Roeulx,50.4705315,4.08730984,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,F,2,Cimetière d'Havré,Achillea millefolium,2020,6,28,Mons,50.4549,4.0447,Parc,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Terril Belle vue du huit,Crepis biennis,2020,7,6,Dour,50.3936,3.7552,Terril,Transect,20,Belgium,
Lasioglossum villosulum,F,1,Terril Belle vue du huit,Crepis biennis,2020,7,6,Dour,50.3936,3.7552,Terril,Transect,20,Belgium,
Lasioglossum pauxillum,F,2,Terril du Ferrand,Melilotus alba,2020,7,6,Dour,50.3978,3.7414,Terril,Transect,20,Belgium,
Andrena dorsata,F,3,Terril du Ferrand,Melilotus alba,2020,7,6,Dour,50.3978,3.7414,Terril,Transect,20,Belgium,
Andrena flavipes,F,#,Terril du Ferrand,Melilotus alba,2020,7,6,Dour,50.3978,3.7414,Terril,Transect,20,Belgium,
Bombus pascuorum,F,2,Terril du Ferrand,Melilotus alba,2020,7,6,Dour,50.3978,3.7414,Terril,Transect,20,Belgium,
Terrestribombus sp.,F,1,Terril du Ferrand,Melilotus alba,2020,7,6,Dour,50.3978,3.7414,Terril,Transect,20,Belgium,
Lasioglossum pauxillum,F,2,Terril du Quesnoy site 2,Potentilla recta,2020,5,30,La Louvière,50.4558,4.1356,Terril,Transect,20,Belgium,
Lasioglossum morio,F,1,Terril du Quesnoy site 2,Potentilla recta,2020,5,30,La Louvière,50.4558,4.1356,Terril,Transect,20,Belgium,
Lasioglossum morio,F,1,Terril du sept-huit stat 2,Lotus corniculatus,2020,7,3,Boussu,50.4245,3.8187,Terril,Transect,20,Belgium,
Lasioglossum majus,F,1,Beaulieu,Convolvulus arvensis,2020,9,5,Mons,50.4498,4.0607,Rudéral,Transect,20,Belgium,
Bombus pascuorum,F,1,Beaulieu,Convolvulus arvensis,2020,9,5,Mons,50.4498,4.0607,Rudéral,Transect,20,Belgium,
Lasioglossum majus,M,1,Beaulieu,Convolvulus arvensis,2020,9,5,Mons,50.4498,4.0607,Rudéral,Transect,20,Belgium,
Lasioglossum leucozonium,F,1,Terril de Ciply site 1,Centaurea nigra,2020,6,29,Mons,50.4119,3.9445,Terril,Transect,20,Belgium,
Halictus scabiosae,F,2,Terril de Ciply site 1,Centaurea nigra,2020,6,29,Mons,50.4119,3.9445,Terril,Transect,20,Belgium,
Terrestribombus sp.,M,1,Terril de Ciply site 1,Centaurea nigra,2020,6,29,Mons,50.4119,3.9445,Terril,Transect,20,Belgium,
Bombus lapidarius,F,5,Terril de Ciply site 1,Centaurea nigra,2020,6,29,Mons,50.4119,3.9445,Terril,Transect,20,Belgium,
Terrestribombus sp.,F,1,Terril de Ciply site 1,Centaurea nigra,2020,6,29,Mons,50.4119,3.9445,Terril,Transect,20,Belgium,
Lasioglossum lativentre,F,1,Terril du Ferrand,Picris hieracioides,2020,9,10,Dour,50.3978,3.7414,Terril,Transect,20,Belgium,
Halictus scabiosae,M,2,Terril du Ferrand,Picris hieracioides,2020,9,10,Dour,50.3978,3.7414,Terril,Transect,20,Belgium,
Halictus sexcinctus,F,1,Terril d'Hensies,Senecio inaequidens,2020,7,6,Hensies,50.4554,3.6768,Terril,Transect,20,Belgium,
Halictus scabiosae,M,1,Terril d'Hensies,Senecio inaequidens,2020,7,6,Hensies,50.4554,3.6768,Terril,Transect,20,Belgium,
Halictus sexcinctus,M,2,Terril d'Hensies,Senecio inaequidens,2020,7,6,Hensies,50.4554,3.6768,Terril,Transect,20,Belgium,
Lasioglossum villosulum,F,1,Terril Naye-à-bois,Picris hieracioides,2020,7,29,Charleroi,50.4284,4.4029,Terril,Transect,20,Belgium,
Melitta leporina,F,1,Terril Naye-à-bois,Picris hieracioides,2020,7,29,Charleroi,50.4284,4.4029,Terril,Transect,20,Belgium,
Bombus pascuorum,F,1,Terril Naye-à-bois,Picris hieracioides,2020,7,29,Charleroi,50.4284,4.4029,Terril,Transect,20,Belgium,
Lasioglossum villosulum,F,3,Terril du sept-huit stat 2,Crepis capillaris,2020,5,21,Boussu,50.4245,3.8187,Terril,Transect,20,Belgium,
Halictus scabiosae,F,1,Terril du sept-huit stat 2,Picris hieracioides,2020,9,1,Boussu,50.4245,3.8187,Terril,Transect,20,Belgium,
Halictus scabiosae,M,2,Terril du dix-huit,Picris hieracioides,2020,9,1,Boussu,50.4175,3.8267,Terril,Transect,20,Belgium,
Halictus scabiosae,F,2,terril de la cokerie stat 2,Crepis capillaris,2020,5,26,Anderlues,50.417,4.2698,Terril,Transect,20,Belgium,
Andrena fulvago,F,1,terril de la cokerie stat 2,Crepis capillaris,2020,5,26,Anderlues,50.417,4.2698,Terril,Transect,20,Belgium,
Halictus scabiosae,F,3,Terril Sacré-Français site 2,Picris hieracioides,2020,9,12,Charleroi,50.4264,4.4334,Terril,Transect,20,Belgium,
Halictus scabiosae,F,1,Terril Sacré-Français site 2,Picris hieracioides,2020,7,2,Charleroi,50.4264,4.4334,Terril,Transect,20,Belgium,
Terrestribombus sp.,F,2,Terril Sacré-Français site 2,Picris hieracioides,2020,7,2,Charleroi,50.4264,4.4334,Terril,Transect,20,Belgium,
Terrestribombus sp.,M,1,Les Etangs,Cirsium arvense,2020,7,23,La Louvière,50.4573,4.1125,Parc,Transect,20,Belgium,
Halictus scabiosae,F,1,Les Etangs,Cirsium arvense,2020,7,23,La Louvière,50.4573,4.1125,Parc,Transect,20,Belgium,
Bombus pascuorum,M,3,Les Etangs,Cirsium arvense,2020,7,23,La Louvière,50.4573,4.1125,Parc,Transect,20,Belgium,
Andrena dorsata,F,1,Les Etangs,Cirsium arvense,2020,7,23,La Louvière,50.4573,4.1125,Parc,Transect,20,Belgium,
Halictus scabiosae,F,2,Terril n°5 de Trazegnie site 1,Cirsium arvense,2020,8,10,Courcelles,50.4616,4.3151,Terril,Transect,20,Belgium,
Halictus scabiosae,F,1,Terril n°5 de Trazegnie site 1,Pastinaca sativa,2020,8,10,Courcelles,50.4616,4.3151,Terril,Transect,20,Belgium,
Halictus scabiosae,F,1,Terril n°5 de Trazegnie site 1,Cirsium arvense,2020,9,7,Courcelles,50.4616,4.3151,Terril,Transect,20,Belgium,
Halictus scabiosae,F,1,Terril n°5 de Trazegnie site 1,Eupatorium cannabinum,2020,9,7,Courcelles,50.4616,4.3151,Terril,Transect,20,Belgium,
Halictus scabiosae,M,5,Terril n°5 de Trazegnie site 1,Eupatorium cannabinum,2020,9,7,Courcelles,50.4616,4.3151,Terril,Transect,20,Belgium,
Halictus scabiosae,M,2,Terril Belle vue du huit,Cirsium vulgare,2020,9,16,Dour,50.3936,3.7552,Terril,Transect,20,Belgium,
Halictus scabiosae,M,4,terril de la cokerie stat 2,Picris hieracioides,2020,9,12,Anderlues,50.417,4.2698,Terril,Transect,20,Belgium,
Halictus scabiosae,M,2,terril de la cokerie stat 2,Senecio inaequidens,2020,9,12,Anderlues,50.417,4.2698,Terril,Transect,20,Belgium,
Halictus scabiosae,M,1,Terril n°8 Pays-bas,Leucanthemum vulgare,2020,7,2,Châtelet,50.4091,4.5004,Terril,Transect,20,Belgium,
Bombus pascuorum,F,4,Terril n°8 Pays-bas,Leucanthemum vulgare,2020,7,2,Châtelet,50.4091,4.5004,Terril,Transect,20,Belgium,
Terrestribombus sp.,F,1,Terril n°8 Pays-bas,Leucanthemum vulgare,2020,7,2,Châtelet,50.4091,4.5004,Terril,Transect,20,Belgium,
Halictus scabiosae,M,1,Talus aux noyers,Centaurea nigra,2020,6,28,Le Roeulx,50.4705315,4.08730984,Prairie,Transect,20,Belgium,
Bombus pascuorum,F,2,Talus aux noyers,Centaurea nigra,2020,6,28,Le Roeulx,50.4705315,4.08730984,Prairie,Transect,20,Belgium,
Halictus scabiosae,M,1,Terril Saint-Antoine site 3,Hypericum perforatum,2020,7,6,Boussu,50.415,3.7651,Terril,Transect,20,Belgium,
Lasioglossum calceatum,M,1,Terril Saint-Antoine site 3,Hypericum perforatum,2020,7,6,Boussu,50.415,3.7651,Terril,Transect,20,Belgium,
Andrena bicolor,F,1,Culture de bouleaux,Heracleum sphondylium,2020,7,23,La Louvière,50.44297,4.13636,Rudéral,Transect,20,Belgium,
Andrena ovatula,F,1,Culture de bouleaux,Heracleum sphondylium,2020,7,23,La Louvière,50.44297,4.13636,Rudéral,Transect,20,Belgium,
Andrena dorsata,F,1,Culture de bouleaux,Heracleum sphondylium,2020,7,23,La Louvière,50.44297,4.13636,Rudéral,Transect,20,Belgium,
Andrena bicolor,F,1,Culture de bouleaux,Cirsium arvense,2020,6,28,La Louvière,50.44297,4.13636,Rudéral,Transect,20,Belgium,
Andrena bicolor,F,1,Beaulieu,Rubus sp.,2020,6,28,Mons,50.4498,4.0607,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,F,3,Beaulieu,Rubus sp.,2020,6,28,Mons,50.4498,4.0607,Rudéral,Transect,20,Belgium,
Bombus pascuorum,F,6,Beaulieu,Rubus sp.,2020,6,28,Mons,50.4498,4.0607,Rudéral,Transect,20,Belgium,
Andrena wilkella,F,1,Terril Sacré-Français site 2,Crepis biennis,2020,5,26,Charleroi,50.4264,4.4334,Terril,Transect,20,Belgium,
Terrestribombus sp.,F,1,Talus aux noyers,Hypericum perforatum,2020,6,28,Le Roeulx,50.4705315,4.08730984,Prairie,Transect,20,Belgium,
Bombus lapidarius,F,1,Terril de l'Héribus,Buddleja davidii,2020,8,4,Mons,50.4337,3.9408,Terril,Transect,20,Belgium,
Bombus lapidarius,F,2,Talus aux noyers,Lotus corniculatus,2020,5,27,Le Roeulx,50.4705315,4.08730984,Prairie,Transect,20,Belgium,
Bombus lapidarius,F,1,Terril du Quesnoy site 2,Echium vulgare,2020,8,10,La Louvière,50.4558,4.1356,Terril,Transect,20,Belgium,
Bombus lapidarius,F,1,terril de la cokerie stat 2,Rosa canina,2020,5,26,Anderlues,50.417,4.2698,Terril,Transect,20,Belgium,
Sphecodes monilicornis,F,1,Terril du dix-huit,Daucus carota,2020,8,4,Boussu,50.4175,3.8267,Terril,Transect,20,Belgium,
Hylaeus communis,M,1,Terril du Ferrand,Torilis arvensis,2020,7,23,Dour,50.3978,3.7414,Terril,Transect,20,Belgium,
Andrena wilkella,F,1,Terril Naye-à-bois,Medicago sativa,2020,5,26,Charleroi,50.4284,4.4029,Terril,Transect,20,Belgium,
Andrena bicolor,F,1,Beaulieu,Vicia sepium,2020,6,28,Mons,50.4498,4.0607,Rudéral,Transect,20,Belgium,
Lasioglossum calceatum,F,2,Cimetière d'Havré,Filipendula ulmaria,2020,7,23,Mons,50.4549,4.0447,Parc,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Les Etangs,Ranunculus repens,2020,5,27,La Louvière,50.4573,4.1125,Parc,Transect,20,Belgium,
Andrena humilis,F,1,Les Etangs,Ranunculus repens,2020,5,27,La Louvière,50.4573,4.1125,Parc,Transect,20,Belgium,
Lasioglossum morio,M,2,Beaulieu,Mentha aquatica,2020,9,5,Mons,50.4498,4.0607,Rudéral,Transect,20,Belgium,
Lasioglossum calceatum,M,1,Beaulieu,Mentha aquatica,2020,9,5,Mons,50.4498,4.0607,Rudéral,Transect,20,Belgium,
Lasioglossum morio,F,1,Terril de Ciply site 1,Crepis capillaris,2020,6,29,Mons,50.4119,3.9445,Terril,Transect,20,Belgium,
Bombus pascuorum,F,2,terril de la cokerie stat 2,Echium vulgare,2020,9,12,Anderlues,50.417,4.2698,Terril,Transect,20,Belgium,
Bombus pascuorum,M,2,terril de la cokerie stat 2,Echium vulgare,2020,9,12,Anderlues,50.417,4.2698,Terril,Transect,20,Belgium,
Terrestribombus sp.,M,1,terril de la cokerie stat 2,Echium vulgare,2020,6,20,Anderlues,50.417,4.2698,Terril,Transect,20,Belgium,
Bombus pascuorum,F,4,terril de la cokerie stat 2,Echium vulgare,2020,6,20,Anderlues,50.417,4.2698,Terril,Transect,20,Belgium,
Terrestribombus sp.,F,#,terril de la cokerie stat 2,Echium vulgare,2020,6,20,Anderlues,50.417,4.2698,Terril,Transect,20,Belgium,
Bombus hypnorum,F,1,terril de la cokerie stat 2,Echium vulgare,2020,6,20,Anderlues,50.417,4.2698,Terril,Transect,20,Belgium,
Bombus lapidarius,F,2,terril de la cokerie stat 2,Echium vulgare,2020,6,20,Anderlues,50.417,4.2698,Terril,Transect,20,Belgium,
Bombus pascuorum,F,3,Terril du sept-huit stat 2,Echium vulgare,2020,9,1,Boussu,50.4245,3.8187,Terril,Transect,20,Belgium,
Bombus pascuorum,F,1,Terril du dix-huit,Echium vulgare,2020,9,1,Boussu,50.4175,3.8267,Terril,Transect,20,Belgium,
Bombus pascuorum,F,3,Terril du Grand Buisson,Echium vulgare,2020,9,1,Boussu,50.4134,3.8143,Terril,Transect,20,Belgium,
Bombus pascuorum,M,1,Terril du Grand Buisson,Echium vulgare,2020,9,1,Boussu,50.4134,3.8143,Terril,Transect,20,Belgium,
Terrestribombus sp.,F,1,Les Etangs,Epilobium angustifolium,2020,6,28,La Louvière,50.4573,4.1125,Parc,Transect,20,Belgium,
Bombus pascuorum,F,1,Les Etangs,Epilobium angustifolium,2020,6,28,La Louvière,50.4573,4.1125,Parc,Transect,20,Belgium,
Bombus pascuorum,F,2,Terril Naye-à-bois,Lotus corniculatus,2020,9,7,Charleroi,50.4284,4.4029,Terril,Transect,20,Belgium,
Bombus pascuorum,F,1,Terril Bayemont-Saint-Charles,Lotus corniculatus,2020,9,7,Charleroi,50.4206,4.4064,Terril,Transect,20,Belgium,
Bombus pascuorum,F,1,Terril Bayemont-Saint-Charles,Echium vulgare,2020,9,7,Charleroi,50.4206,4.4064,Terril,Transect,20,Belgium,
Bombus pascuorum,F,5,Terril Sacré-Français site 2,Echium vulgare,2020,9,12,Charleroi,50.4264,4.4334,Terril,Transect,20,Belgium,
Bombus pascuorum,F,7,Terril Sacré-Français site 2,Echium vulgare,2020,7,29,Charleroi,50.4264,4.4334,Terril,Transect,20,Belgium,
Bombus lapidarius,M,1,Terril Sacré-Français site 2,Echium vulgare,2020,7,29,Charleroi,50.4264,4.4334,Terril,Transect,20,Belgium,
Bombus pascuorum,F,3,Terril Sacré-Français site 2,Echium vulgare,2020,7,2,Charleroi,50.4264,4.4334,Terril,Transect,20,Belgium,
Terrestribombus sp.,F,3,Terril Sacré-Français site 2,Echium vulgare,2020,7,2,Charleroi,50.4264,4.4334,Terril,Transect,20,Belgium,
Bombus hortorum,F,1,Terril Sacré-Français site 2,Echium vulgare,2020,7,2,Charleroi,50.4264,4.4334,Terril,Transect,20,Belgium,
Bombus pascuorum,F,1,Terril n°8 Pays-bas,Echium vulgare,2020,9,12,Châtelet,50.4091,4.5004,Terril,Transect,20,Belgium,
Terrestribombus sp.,F,1,Terril n°8 Pays-bas,Echium vulgare,2020,9,12,Châtelet,50.4091,4.5004,Terril,Transect,20,Belgium,
Terrestribombus sp.,F,1,Culture de bouleaux,Cirsium arvense,2020,7,23,La Louvière,50.44297,4.13636,Rudéral,Transect,20,Belgium,
Bombus pascuorum,F,1,Culture de bouleaux,Cirsium arvense,2020,7,23,La Louvière,50.44297,4.13636,Rudéral,Transect,20,Belgium,
Andrena rosae,F,1,Culture de bouleaux,Cirsium arvense,2020,7,23,La Louvière,50.44297,4.13636,Rudéral,Transect,20,Belgium,
Bombus pascuorum,F,1,Les Etangs,Hypochoeris radicata,2020,9,5,La Louvière,50.4573,4.1125,Parc,Transect,20,Belgium,
Bombus pascuorum,F,1,Les Etangs,Rubus sp.,2020,9,5,La Louvière,50.4573,4.1125,Parc,Transect,20,Belgium,
Bombus pascuorum,F,4,Terril de Ciply site 1,Echium vulgare,2020,6,29,Mons,50.4119,3.9445,Terril,Transect,20,Belgium,
Terrestribombus sp.,F,2,Terril de Ciply site 1,Echium vulgare,2020,6,29,Mons,50.4119,3.9445,Terril,Transect,20,Belgium,
Terrestribombus sp.,M,1,Terril de Ciply site 1,Echium vulgare,2020,6,29,Mons,50.4119,3.9445,Terril,Transect,20,Belgium,
Bombus lapidarius,F,5,Terril de Ciply site 1,Echium vulgare,2020,6,29,Mons,50.4119,3.9445,Terril,Transect,20,Belgium,
Bombus pascuorum,F,1,Terril Saint-Antoine site 1,Echium vulgare,2020,9,10,Boussu,50.4135,3.7723,Terril,Transect,20,Belgium,
Bombus pascuorum,M,2,Terril Saint-Antoine site 1,Echium vulgare,2020,9,10,Boussu,50.4135,3.7723,Terril,Transect,20,Belgium,
Bombus pascuorum,F,2,Terril Saint-Antoine site 1,Picris hieracioides,2020,9,10,Boussu,50.4135,3.7723,Terril,Transect,20,Belgium,
Bombus pascuorum,M,1,Terril Saint-Antoine site 1,Picris hieracioides,2020,9,10,Boussu,50.4135,3.7723,Terril,Transect,20,Belgium,
Bombus pascuorum,F,2,Terril du Ferrand,Echium vulgare,2020,9,10,Dour,50.3978,3.7414,Terril,Transect,20,Belgium,
Terrestribombus sp.,F,1,Terril du Ferrand,Echium vulgare,2020,9,10,Dour,50.3978,3.7414,Terril,Transect,20,Belgium,
Bombus pascuorum,F,3,Terril de l'Héribus,Echium vulgare,2020,9,5,Mons,50.4337,3.9408,Terril,Transect,20,Belgium,
Bombus pascuorum,M,1,Terril de l'Héribus,Echium vulgare,2020,9,5,Mons,50.4337,3.9408,Terril,Transect,20,Belgium,
Bombus pascuorum,F,2,Terril de l'Héribus,Echium vulgare,2020,5,29,Mons,50.4337,3.9408,Terril,Transect,20,Belgium,
Bombus pascuorum,F,4,Terril n°5 de Trazegnie site 1,Echium vulgare,2020,9,7,Courcelles,50.4616,4.3151,Terril,Transect,20,Belgium,
Bombus pascuorum,F,1,Terril d'Hensies,Hypericum perforatum,2020,7,6,Hensies,50.4554,3.6768,Terril,Transect,20,Belgium,
Bombus pascuorum,M,1,Culture de bouleaux,Eupatorium cannabinum,2020,7,23,La Louvière,50.44297,4.13636,Rudéral,Transect,20,Belgium,
Bombus pascuorum,M,2,Les Etangs,Epilobium angustifolium,2020,7,23,La Louvière,50.4573,4.1125,Parc,Transect,20,Belgium,
Bombus pascuorum,F,3,Terril de Ciply site 1,Echium vulgare,2020,8,4,Mons,50.4119,3.9445,Terril,Transect,20,Belgium,
Bombus lapidarius,M,1,Terril de Ciply site 1,Echium vulgare,2020,8,4,Mons,50.4119,3.9445,Terril,Transect,20,Belgium,
Bombus lapidarius,F,1,Terril de Ciply site 1,Echium vulgare,2020,8,4,Mons,50.4119,3.9445,Terril,Transect,20,Belgium,
Bombus pascuorum,M,1,Terril de Ciply site 1,Rosa canina,2020,5,29,Mons,50.4119,3.9445,Terril,Transect,20,Belgium,
Bombus pratorum,F,1,Terril de Ciply site 1,Rosa canina,2020,5,29,Mons,50.4119,3.9445,Terril,Transect,20,Belgium,
