"","Order","Family","Subfamily","Tribe","Genus","Subgenus","Species","GenusAndSpecies","TaxonomicAuthority"
"987","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Euandrena ","chrysopus","Andrena chrysopus","Pérez, 1903"
"988","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melandrena ","chrysopyga","Andrena chrysopyga","Schenck, 1853"
"989","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Notandrena ","chrysosceles","Andrena chrysosceles","(Kirby, 1802)"
"990","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Simandrena ","cilissaeformis","Andrena cilissaeformis","Pérez, 1895"
"991","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melandrena ","cineraria","Andrena cineraria","(Linnaeus, 1758)"
"992","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chlorandrena ","cinerea","Andrena cinerea","Brullé, 1832"
"993","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chlorandrena ","cinereophila","Andrena cinereophila","Warncke, 1965"
"994","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Andrena ","clarkella","Andrena clarkella","(Kirby, 1802)"
"995","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Hoplandrena ","clusia","Andrena clusia","Warncke, 1966"
"996","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chlorandrena ","clypella","Andrena clypella","Strand, 1921"
"997","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Oreomelissa ","coitana","Andrena coitana","(Kirby, 1802)"
"998","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Brachyandrena ","colletiformis","Andrena colletiformis","Morawitz, 1874"
"999","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chrysandrena ","colonialis","Andrena colonialis","Morawitz, 1886"
"1000","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Ulandrena","combaella","Andrena combaella","Warncke, 1966"
"1001","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Simandrena ","combinata","Andrena combinata","(Christ, 1791)"
"1002","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Nobandrena ","compta","Andrena compta","Lepeletier, 1841"
"1003","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melandrena ","comta","Andrena comta","Eversmann, 1852"
"1004","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Ulandrena","concinna","Andrena concinna","Smith, 1853"
"1005","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Simandrena ","confinis","Andrena confinis","Stöckhert, 1930"
"1006","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Simandrena ","congruens","Andrena congruens","Schmiedeknecht, 1884"
"1007","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Taeniandrena ","contracta","Andrena contracta","Wood, 2022"
"1008","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","incertae sedis","corax","Andrena corax","Warncke, 1967"
"1009","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Cordandrena ","cordialis","Andrena cordialis","Morawitz, 1877"
"1010","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","corssubalpina","Andrena corssubalpina","Theunert, 2006"
"1011","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Poecilandrena ","crassana","Andrena crassana","Warncke, 1965"
"1012","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Ulandrena","crecca","Andrena crecca","Warncke, 1965"
"1013","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chlorandrena ","crepidis
","Andrena crepidis","Schwenninger, 2015"
"1014","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Euandrena ","croatica","Andrena croatica","Friese, 1887"
"1015","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Taeniandrena ","croceiventris ","Andrena croceiventris","Morawitz, 1871"
"1016","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","incertae sedis","curiosa","Andrena curiosa","(Morawitz, 1877)"
"1017","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chlorandrena ","curtivalvis","Andrena curtivalvis","Morice, 1899"
"1018","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Notandrena ","curvana","Andrena curvana","Warncke, 1965"
"1019","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Lepidandrena ","curvungula","Andrena curvungula","Thomson, 1870"
"1020","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melandrena ","cussariensis","Andrena cussariensis","Morawitz, 1886"
"1021","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Suandrena ","cyanomicans","Andrena cyanomicans","Pérez, 1895"
"1022","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Cordandrena ","cypria","Andrena cypria","Pittioni, 1950"
"1023","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chlorandrena ","damara","Andrena damara","Warncke, 1968"
"1024","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melandrena ","danuvia","Andrena danuvia","Stöckhert, 1950"
"1025","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","dargia","Andrena dargia","Warncke, 1965"
"1026","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Holandrena ","decipiens","Andrena decipiens","Schenck, 1861"
"1027","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Truncandrena ","delphiensis","Andrena delphiensis","Warncke, 1965"
"1028","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Cnemidandrena ","denticulata","Andrena denticulata","(Kirby, 1802)"
"1029","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Parandrenella ","dentiventris","Andrena dentiventris","Morawitz, 1874"
"1030","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Leucandrena ","dinizi","Andrena dinizi","Warncke, 1975"
"1031","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melandrena ","discors","Andrena discors","Erichson, 1841"
"1032","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","distinguenda","Andrena distinguenda","Schenck, 1871"
"1033","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","djelfensis","Andrena djelfensis","Pérez, 1895"
"1034","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Lepidandrena ","dorsalis","Andrena dorsalis","Brullé, 1832"
"1035","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Simandrena ","dorsata","Andrena dorsata","(Kirby, 1802)"
"1036","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","dourada","Andrena dourada","Kratochwil & Scheuchl, 2013"
"1037","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Truncandrena ","doursana","Andrena doursana","Dufour, 1853"
"1038","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melandrena ","dubiosa","Andrena dubiosa","Kohl, 1905"
"1039","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","incertae sedis","ebmerella","Andrena ebmerella","Scheuchl, 2011"
"1040","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Tarsandrena ","ehnbergi","Andrena ehnbergi","Morawitz, 1888"
"1041","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chlorandrena ","elata","Andrena elata","Warncke, 1975"
"1042","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Ulandrena","elegans","Andrena elegans","Giraud, 1863"
"1043","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melandrena ","elmaria","Andrena elmaria","Gusenleitner, 1998"
"1044","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","enslinella","Andrena enslinella","Stöckhert, 1924"
"1045","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Campylogaster ","erberi","Andrena erberi","Morawitz, 1871"
"1046","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Avandrena","erodiorum","Andrena erodiorum","Wood & Ortiz-Sánchez, 2022"
"1047","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Taeniandrena ","evermanniana","Andrena eversmanniana","Osytshnjuk, 1994"
"1048","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","exigua","Andrena exigua","Erichson, 1835"
"1049","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chlorandrena ","exquisita","Andrena exquisita","Warncke, 1975"
"1050","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","fabrella","Andrena fabrella","Pérez, 1903"
"1051","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Notandrena ","falcinella","Andrena falcinella","Warncke, 1975"
"1052","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Leimelissa ","fallax","Andrena fallax","Eversmann, 1852"
"1053","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","falsifica","Andrena falsifica","Perkins, 1915"
"1054","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","incertae sedis","farinosa","Andrena farinosa","Pérez, 1895"
"1055","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Hoplandrena ","ferox","Andrena ferox","Smith, 1847"
"1056","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Truncandrena ","ferrugineicrus","Andrena ferrugineicrus","Dours, 1872"
"1057","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chrysandrena ","fertoni","Andrena fertoni","Pérez, 1895"
"1058","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Parandrenella ","figurata","Andrena figurata","Morawitz, 1866"
"1059","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Holandrena ","fimbriata","Andrena fimbriata","Brullé, 1832"
"1060","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Holandrena ","flavilabris","Andrena flavilabris","Schenck, 1874"
"1061","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melandrena ","flavipes","Andrena flavipes","Panzer, 1799"
"1062","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Nobandrena ","flavobila","Andrena flavobila","Warncke, 1965"
"1063","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","incertae sedis","florea","Andrena florea","Fabricius, 1793"
"1064","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melandrena ","florentina","Andrena florentina","Magretti, 1883"
"1065","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","floricola","Andrena floricola","Eversmann, 1852"
"1066","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Lepidandrena ","florivaga","Andrena florivaga","Eversmann, 1852"
"1067","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Notandrena ","foeniculae","Andrena foeniculae","Wood, 2020"
"1068","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Holandrena ","forsterella","Andrena forsterella","Osytshnjuk, 1978"
"1069","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Euandrena ","fortipunctata","Andrena fortipunctata","Wood, 2021"
"1070","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Cnemidandrena ","freygessneri","Andrena freygessneri","Alfken, 1904"
"1071","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","fria","Andrena fria","Warncke, 1975"
"1072","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Andrena ","fucata","Andrena fucata","Smith, 1847"
"1073","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Aciandrena","fulica","Andrena fulica","Warncke, 1974"
"1074","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Taeniandrena ","fuliginata","Andrena fuliginata","Pérez, 1895"
"1075","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Truncandrena ","fuligula","Andrena fuligula","Warncke, 1965"
"1076","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Andrena ","fulva","Andrena fulva","(Müller, 1766)"
"1077","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chrysandrena ","fulvago","Andrena fulvago","(Christ, 1791)"
"1078","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Euandrena ","fulvata","Andrena fulvata","Stöckhert, 1930"
"1079","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Notandrena ","fulvicornis","Andrena fulvicornis","(Schenck, 1853)"
"1080","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Euandrena ","fulvida","Andrena fulvida","Schenck, 1853"
"1081","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Ulandrena","fulvitarsis","Andrena fulvitarsis","Brullé, 1832"
"1082","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","fumida","Andrena fumida","Pérez, 1895"
"1083","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Nobandrena ","funerea","Andrena funerea","Warncke, 1967"
"1084","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Cnemidandrena ","fuscipes","Andrena fuscipes","(Kirby, 1802)"
"1085","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melandrena ","fuscocalcarata","Andrena fuscocalcarata","Morawitz, 1877"
"1086","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melanapis ","fuscosa","Andrena fuscosa","Erichson, 1835"
"1087","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Suandrena ","gades","Andrena gades","Wood & Ortiz-Sánchez, 2022"
"1088","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Lepidandrena ","gamskrucki","Andrena gamskrucki","Warncke, 1965"
"1089","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","incertae sedis","garrula","Andrena garrula","Warncke, 1965"
"1090","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Taeniandrena ","gelriae","Andrena gelriae","van der Vecht, 1927"
"1091","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Truncandrena","ghisbaini","Andrena ghisbaini","Wood, 2023"
"1092","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chrysandrena ","glandaria","Andrena glandaria","Warncke, 1975"
"1093","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Euandrena ","glidia","Andrena glidia","Warncke, 1965"
"1094","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","gomerensis","Andrena gomerensis","Warncke, 1993"
"1095","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chlorandrena ","gordia","Andrena gordia","Warncke, 1975"
"1096","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Ulandrena","graciliata","Andrena graciliata","Wood, 2023"
"1097","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Graecandrena ","graecella","Andrena graecella","Warncke, 1965"
"1098","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Euandrena ","granulosa","Andrena granulosa","Pérez, 1902"
"1099","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melandrena ","gravida","Andrena gravida","Imhoff, 1832"
"1100","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Taeniandrena ","gredana","Andrena gredana","Warncke, 1975"
"1101","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Notandrena ","griseobalteata","Andrena griseobalteata","Dours, 1872"
"1102","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","incertae sedis","grossella","Andrena grossella","Grünwaldt, 1976"
"1103","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Hamandrena","grozdanici","Andrena grozdanici","Osytshnjuk, 1975"
"1104","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Trachandrena ","haemorrhoa","Andrena haemorrhoa","(Fabricius, 1781)"
"1105","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Charitandrena ","hattorfiana","Andrena hattorfiana","(Fabricius, 1775)"
"1106","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Notandrena ","hebescens","Andrena hebescens","Wood, 2020"
"1107","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Aenandrena","hedikae","Andrena hedikae","Jaeger, 1934"
"1108","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Ulandrena","heinrichi","Andrena heinrichi","Grünwaldt, 2005"
"1109","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Graecandrena ","helenica","Andrena helenica","Warncke, 1965"
"1110","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Andrena ","helvola","Andrena helvola","(Linnaeus, 1758)"
"1111","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chrysandrena ","henotica","Andrena henotica","Warncke, 1975"
"1112","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chrysandrena ","hesperia","Andrena hesperia","Smith, 1853"
"1113","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Avandrena","heterodoxa","Andrena heterodoxa","Pérez, 1903"
"1114","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Aciandrena","hillana","Andrena hillana","Warncke, 1968"
"1115","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chlorandrena ","humabilis","Andrena humabilis","Warncke, 1965"
"1116","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Chlorandrena ","humilis","Andrena humilis","Imhoff, 1832"
"1117","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Melandrena ","hungarica","Andrena hungarica","Friese, 1887"
"1118","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","incertae sedis","hyacinthina","Andrena hyacinthina","Mavromoustakis, 1958"
"1119","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Poecilandrena ","hybrida","Andrena hybrida","Warncke, 1975"
"1120","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Graecandrena ","hyemala","Andrena hyemala","Warncke, 1973"
"1121","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","incertae sedis","hypopolia","Andrena hypopolia","Schmiedeknecht, 1884"
"1122","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Aenandrena","hystrix","Andrena hystrix","Schmiedeknecht, 1883"
"1123","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","icterina","Andrena icterina","Warncke, 1974"
"1124","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Micrandrena","illyrica","Andrena illyrica","Warncke, 1975"
"1125","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Graecandrena ","impunctata","Andrena impunctata","Pérez, 1895"
"1126","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","incertae sedis","incisa","Andrena incisa","Eversmann, 1852"
"1127","Hymenoptera","Andrenidae","Andreninae","Andrenini","Andrena","Andrena ","inconstans","Andrena inconstans","Morawitz, 1877"
